Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,Reporting Area (RPA),Latitude,Longitude,Mapped Location
PD201800582577,06/11/2018 05:18:56 PM,20180507557,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,300,4TH AV N ,411B,C,11,4159,36.166,-86.78,"(36.166, -86.78)"
PD201800583859,06/12/2018 01:16:12 AM,20180508578,C,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2000,CANDLEWOOD DR ,7F82,M,13,1633,36.248,-86.679,"(36.248, -86.679)"
PD201800585123,06/12/2018 10:19:14 AM,20180509733,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,6900,NOLENSVILLE PKE ,331A,S,31,8767,35.995,-86.686,"(35.995, -86.686)"
PD201800585263,06/12/2018 11:09:53 AM,20180509888,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1200,CLINTON ST ,611A,N,15,5423,36.165,-86.796,"(36.165, -86.796)"
PD201800585573,06/12/2018 01:05:24 PM,20180510174,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,300,GREAT CIRCLE RD ,611A,N,11,4499,36.199,-86.794,"(36.199, -86.794)"
PD201800586623,06/12/2018 06:40:57 PM,20180510974,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1700,CHARLOTTE AV ,615B,N,15,5401,36.159,-86.799,"(36.159, -86.799)"
PD201800592156,06/14/2018 05:06:02 AM,20180516071,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4500,POST RD ,121A,W,21,5017,36.125,-86.854,"(36.125, -86.854)"
PD201800592453,06/14/2018 07:32:23 AM,20180516159,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,6500,ROBERTSON AV ,1S41,W,15,4655,36.159,-86.878,"(36.159, -86.878)"
PD201800593673,06/14/2018 03:08:01 PM,20180517265,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,8300,HIGHWAY 100 ,1F41,W,25,4805,36.035,-86.969,"(36.035, -86.969)"
PD201800596033,06/15/2018 05:21:30 AM,20180519285,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,500,METROPLEX DR ,317C,S,17,8845,36.095,-86.702,"(36.095, -86.702)"
PD201800597541,06/15/2018 03:00:27 PM,20180520479,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,800,LYNNWOOD BLVD ,117B,W,17,6203,36.092,-86.849,"(36.092, -86.849)"
PD201800597592,06/15/2018 03:09:16 PM,20180520550,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3900,ALAMEDA ST ,111B,W,11,4531,36.161,-86.835,"(36.161, -86.835)"
PD201800598147,06/15/2018 05:29:44 PM,20180521084,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,200,BONNAFIELD DR ,523B,H,21,9615,36.202,-86.625,"(36.202, -86.625)"
PD201800598636,06/15/2018 08:12:49 PM,20180521422,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,100,BENNETT DR ,523B,H,25,9619,36.265,-86.665,"(36.265, -86.665)"
PD201800598753,06/15/2018 08:55:13 PM,20180521497,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,600,W NOCTURNE DR ,623B,N,23,3037,36.211,-86.801,"(36.211, -86.801)"
PD201800599131,06/15/2018 11:19:48 PM,20180521819,,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1900,LOUANNE DR ,535C,H,31,8827,36.139,-86.702,"(36.139, -86.702)"
PD201800600951,06/16/2018 03:25:46 PM,20180523302,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,200,MYHR GREEN ,125B,W,25,4811,36.071,-86.932,"(36.071, -86.932)"
PD201800601484,06/16/2018 07:12:04 PM,20180523800,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,400,MONA DR ,525B,H,21,9507,36.197,-86.612,"(36.197, -86.612)"
PD201800602666,06/17/2018 04:09:19 AM,20180524734,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4300,HARDING PKE ,113C,W,13,5109,36.127,-86.845,"(36.127, -86.845)"
PD201800603440,06/17/2018 12:23:32 PM,20180525387,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,900,MURFREESBORO PKE ,335A,S,15,8873,36.129,-86.716,"(36.129, -86.716)"
PD201800604039,06/17/2018 05:13:15 PM,20180525816,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,8300,HIGHWAY 100 ,117B,W,25,4807,36.036,-86.966,"(36.036, -86.966)"
PD201800605831,06/18/2018 08:26:08 AM,20180527329,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1900,LAURINDA DR ,531A,H,31,8887,36.142,-86.705,"(36.142, -86.705)"
PD201800607062,06/18/2018 04:42:37 PM,20180528397,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3500,CHESAPEAKE DR ,723B,M,21,2033,36.246,-86.775,"(36.246, -86.775)"
PD201800610719,06/19/2018 04:26:12 PM,20180531508,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4300,HARDING PKE ,115B,W,13,5109,36.127,-86.845,"(36.127, -86.845)"
PD201800613014,06/20/2018 08:40:50 AM,20180533580,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,4300,HARDING PKE ,113A,W,13,5109,36.127,-86.845,"(36.127, -86.845)"
PD201800613719,06/20/2018 01:09:05 PM,20180534141,A,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,2400,26TH AV N ,611A,N,11,4431,36.19,-86.818,"(36.19, -86.818)"
PD201800613800,06/20/2018 01:45:32 PM,20180534260,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,2200,TRAEMOOR VILLAGE WAY ,113A,W,23,4709,36.119,-86.924,"(36.119, -86.924)"
PD201800614480,06/20/2018 04:46:05 PM,20180534805,B,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,2500,VAL MARIE DR ,725B,M,27,1721,36.295,-86.683,"(36.295, -86.683)"
PD201800615348,06/20/2018 09:35:35 PM,20180535520,B,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,2400,WEST END AV ,815B,MT,13,5615,36.148,-86.807,"(36.148, -86.807)"
PD201800616667,06/21/2018 07:14:43 AM,20180536726,A,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,600,S 5TH ST ,211A,E,11,1009,36.166,-86.762,"(36.166, -86.762)"
PD201800617003,06/21/2018 09:28:59 AM,20180537029,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,2900,SIDCO DR ,825A,MT,25,8525,36.105,-86.756,"(36.105, -86.756)"
PD201800617411,06/21/2018 11:44:51 AM,20180537388,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,0,NICKLEBY DOWN ,831A,MT,33,8621,36.035,-86.749,"(36.035, -86.749)"
PD201800617422,06/21/2018 11:50:32 AM,20180537361,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,5300,FLAGSTONE DR ,3M81,S,35,8901,36.037,-86.576,"(36.037, -86.576)"
PD201800617428,06/21/2018 11:53:23 AM,20180537375,A,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,400,N 2ND ST ,221A,E,21,1961,36.179,-86.772,"(36.179, -86.772)"
PD201800617825,06/21/2018 02:25:24 PM,20180537862,A,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,1300,MERCURY DR ,531B,H,31,8823,36.121,-86.701,"(36.121, -86.701)"
PD201800618021,06/21/2018 03:24:33 PM,20180538016,B,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,200,CUMBERLAND BND ,622A,N,11,4401,36.193,-86.79,"(36.193, -86.79)"
PD201800619432,06/21/2018 10:39:21 PM,20180539139,B,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,4200,KINGS LN ,624C,N,25,3127,36.216,-86.864,"(36.216, -86.864)"
PD201800621584,06/22/2018 12:51:23 PM,20180541060,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1500,GALLATIN PKE N ,727A,M,27,1757,36.289,-86.705,"(36.289, -86.705)"
PD201800623209,06/22/2018 09:13:12 PM,20180542389,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3300,OAK TREES CT ,335B,S,35,8975,36.075,-86.607,"(36.075, -86.607)"
PD201800624746,06/23/2018 10:32:35 AM,20180543703,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2000,HAYES ST ,813A,MT,11,5527,36.152,-86.8,"(36.152, -86.8)"
PD201800625135,06/23/2018 01:35:42 PM,20180544028,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,300,S 4TH ST ,211A,E,11,1109,36.169,-86.766,"(36.169, -86.766)"
PD201800626219,06/23/2018 08:50:01 PM,20180544974,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1000,CAMILLA CALDWELL LN ,623B,N,25,3171,36.18,-86.848,"(36.18, -86.848)"
PD201800627754,06/24/2018 10:36:29 AM,20180546247,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,4000,IROQUOIS AV ,115A,W,17,6117,36.096,-86.844,"(36.096, -86.844)"
PD201800628929,06/24/2018 07:37:55 PM,20180547163,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,400,WILCLAY DR ,123B,W,23,5023,36.143,-86.877,"(36.143, -86.877)"
PD201800631075,06/25/2018 11:17:25 AM,20180549095,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2500,HEMINGWAY DR ,113A,W,17,6203,36.083,-86.844,"(36.083, -86.844)"
PD201800631407,06/25/2018 01:23:58 PM,20180549348,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2100,14TH AV N ,613B,N,11,4491,36.187,-86.81,"(36.187, -86.81)"
PD201800631936,06/25/2018 04:16:18 PM,20180549787,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1300,MERIDIAN ST ,224B,E,23,1893,36.195,-86.768,"(36.195, -86.768)"
PD201800632808,06/25/2018 09:17:07 PM,20180550542,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3400,BRIDGETON CV ,333C,S,35,8997,36.085,-86.585,"(36.085, -86.585)"
PD201800635324,06/26/2018 02:15:52 PM,20180552733,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,DEMONBREUN ST ,423A,C,25,4051,36.16,-86.774,"(36.16, -86.774)"
PD201800635890,06/26/2018 04:47:42 PM,20180553234,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2800,MCGAVOCK PKE ,515B,H,15,9211,36.213,-86.688,"(36.213, -86.688)"
PD201800636360,06/26/2018 07:02:38 PM,20180553982,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,5600,DEER VALLEY TRL ,332B,S,31,8755,36.029,-86.679,"(36.029, -86.679)"
PD201800637025,06/26/2018 10:42:03 PM,20180554300,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,800,SHAWNWOOD CIR ,623C,N,23,3103,36.209,-86.82,"(36.209, -86.82)"
PD201800638225,06/27/2018 06:39:06 AM,20180555364,C,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,2000,GLEN ECHO RD ,825A,MT,25,6413,36.109,-86.812,"(36.109, -86.812)"
PD201800638558,06/27/2018 08:50:23 AM,20180555652,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,1900,GLEN ECHO RD ,821A,MT,25,6413,36.109,-86.81,"(36.109, -86.81)"
PD201800638632,06/27/2018 09:18:48 AM,20180555803,A,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,300,GREAT CIRCLE RD ,611A,N,11,4499,36.199,-86.794,"(36.199, -86.794)"
PD201800638889,06/27/2018 10:57:28 AM,20180555938,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,200,ATHENS WAY ,617A,N,11,4499,36.195,-86.8,"(36.195, -86.8)"
PD201800639038,06/27/2018 11:43:12 AM,20180556071,A,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,0,WHITE BRIDGE PKE ,121A,W,21,5019,36.13,-86.856,"(36.13, -86.856)"
PD201800639844,06/27/2018 03:49:04 PM,20180557241,B,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,1200,MURFREESBORO PKE ,3F13,S,15,8833,36.116,-86.699,"(36.116, -86.699)"
PD201800639852,06/27/2018 03:51:38 PM,20180556859,B,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,4100,FARMVIEW DR ,623B,N,23,3107,36.226,-86.831,"(36.226, -86.831)"
PD201800685152,07/10/2018 09:40:32 AM,20180595112,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3300,BRICK CHURCH PKE ,727A,M,21,2033,36.243,-86.78,"(36.243, -86.78)"
PD201800685349,07/10/2018 10:53:27 AM,20180595293,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1100,GALLATIN PKE S ,711A,M,11,1785,36.25,-86.721,"(36.25, -86.721)"
PD201800686396,07/10/2018 04:26:22 PM,20180596451,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3200,CROWE DR ,621B,N,25,3173,36.18,-86.841,"(36.18, -86.841)"
PD201800687111,07/10/2018 08:20:22 PM,20180596777,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,100,SPRING VALLEY RD ,515B,H,17,9113,36.165,-86.671,"(36.165, -86.671)"
PD201800646806,06/29/2018 11:28:44 AM,20180562925,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,5000,BLUE HOLE RD ,330A,S,25,8859,36.055,-86.672,"(36.055, -86.672)"
PD201800647049,06/29/2018 12:45:26 PM,20180563130,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,100,RIO VISTA DR ,715A,M,15,1705,36.264,-86.681,"(36.264, -86.681)"
PD201800647096,06/29/2018 01:03:05 PM,20180563232,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,GREAT CIRCLE RD ,617A,N,11,4443,36.2,-86.799,"(36.2, -86.799)"
PD201800647512,06/29/2018 03:27:59 PM,20180563491,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,4TH AV N ,411B,C,11,4139,36.164,-86.78,"(36.164, -86.78)"
PD201800647656,06/29/2018 03:57:22 PM,20180563641,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3000,WEST END AV ,813B,MT,13,5625,36.143,-86.815,"(36.143, -86.815)"
PD201800650887,06/30/2018 01:13:15 PM,20180566333,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,500,PHIPPS DR ,627A,N,25,3109,36.22,-86.845,"(36.22, -86.845)"
PD201800651363,06/30/2018 04:18:14 PM,20180566704,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,CUMBERLAND BND ,611B,N,11,4401,36.193,-86.79,"(36.193, -86.79)"
PD201800651767,06/30/2018 06:37:45 PM,20180567069,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,5000,MOUNTAINBROOK CIR ,532B,H,21,9601,36.193,-86.638,"(36.193, -86.638)"
PD201800652506,06/30/2018 10:14:23 PM,20180567959,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3300,DOVERSIDE DR ,720C,M,21,2033,36.241,-86.77,"(36.241, -86.77)"
PD201800652568,06/30/2018 10:37:25 PM,20180567858,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3600,WILLOW CREEK CT ,721C,M,21,2045,36.254,-86.775,"(36.254, -86.775)"
PD201800655005,07/01/2018 05:51:49 PM,20180569815,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2400,WEST END AV ,813B,MT,13,5615,36.148,-86.807,"(36.148, -86.807)"
PD201800657396,07/02/2018 12:29:10 PM,20180571901,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2000,CHURCH ST ,815A,MT,13,5509,36.154,-86.802,"(36.154, -86.802)"
PD201800657610,07/02/2018 01:33:28 PM,20180572090,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,CHURCH ST ,421A,C,11,4129,36.163,-86.78,"(36.163, -86.78)"
PD201800660576,07/03/2018 08:32:18 AM,20180574656,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,700,OLD HICKORY BLVD ,833A,MT,33,8619,36.041,-86.779,"(36.041, -86.779)"
PD201800661394,07/03/2018 12:45:30 PM,20180575289,A,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,2200,MEHARRY BLVD ,621A,N,15,5321,36.168,-86.812,"(36.168, -86.812)"
PD201800661721,07/03/2018 02:30:12 PM,20180575677,A,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,900,33RD AV N ,612B,N,13,4565,36.163,-86.826,"(36.163, -86.826)"
PD201800662067,07/03/2018 04:16:40 PM,20180575848,B,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,1900,21ST AV S ,815B,MT,15,5901,36.134,-86.802,"(36.134, -86.802)"
PD201800662637,07/03/2018 07:12:45 PM,20180576310,B,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,300,4TH AV N ,411B,C,11,4159,36.166,-86.78,"(36.166, -86.78)"
PD201800664868,07/04/2018 12:02:19 PM,20180578169,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,200,CUMBERLAND BND ,615A,N,11,4401,36.195,-86.79,"(36.195, -86.79)"
PD201800665283,07/04/2018 03:28:27 PM,20180578561,B,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,200,WILDBERRY LN ,125B,W,25,4815,36.097,-86.926,"(36.097, -86.926)"
PD201800688687,07/11/2018 07:50:26 AM,20180598139,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2800,LOGAN ST ,313A,S,13,8333,36.113,-86.741,"(36.113, -86.741)"
PD201800690209,07/11/2018 04:42:14 PM,20180599381,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,800,PIN OAK DR ,3F15,S,35,8905,36.051,-86.591,"(36.051, -86.591)"
PD201800667810,07/05/2018 08:30:38 AM,20180580364,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,TULIP GROVE RD ,523A,H,23,9537,36.215,-86.589,"(36.215, -86.589)"
PD201800668154,07/05/2018 10:42:59 AM,20180580641,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,0,LIFEWAY PLZ ,5824,C,11,4209,36.165,-86.793,"(36.165, -86.793)"
PD201800668511,07/05/2018 01:14:46 PM,20180580957,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,300,GRACE ST ,221A,E,21,1965,36.183,-86.766,"(36.183, -86.766)"
PD201800681558,07/09/2018 09:26:38 AM,20180592028,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3200,HUMMINGBIRD DR ,603,N,23,3105,36.217,-86.829,"(36.217, -86.829)"
PD201800682139,07/09/2018 12:56:54 PM,20180592534,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1000,HAWKINS ST ,813A,MT,21,6801,36.148,-86.783,"(36.148, -86.783)"
PD201800682513,07/09/2018 03:08:47 PM,20180592837,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1700,MERIDIAN ST ,226B,E,23,1861,36.203,-86.766,"(36.203, -86.766)"
PD201800682519,07/09/2018 03:10:20 PM,20180592941,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,EDENCREST CT ,322B,S,25,8861,36.067,-86.646,"(36.067, -86.646)"
PD201800682672,07/09/2018 03:53:35 PM,20180592957,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3400,DICKERSON PKE ,723B,M,21,2011,36.244,-86.762,"(36.244, -86.762)"
PD201800683765,07/09/2018 10:31:51 PM,20180593787,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,300,CORNWALL AV ,BMPD,W,17,6121,36.113,-86.856,"(36.113, -86.856)"
PD201800683972,07/10/2018 12:07:09 AM,20180594017,C,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1800,SUNSET CIR ,223C,E,23,1827,36.223,-86.763,"(36.223, -86.763)"
PD201800692451,07/12/2018 08:34:09 AM,20180601319,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1400,DONELSON PKE ,325A,S,23,8841,36.094,-86.678,"(36.094, -86.678)"
PD201800696350,07/13/2018 11:50:53 AM,20180604702,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,0,CENTURY BLVD ,5F23,H,13,9115,36.144,-86.686,"(36.144, -86.686)"
PD201800696666,07/13/2018 01:48:58 PM,20180605012,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,0,VANTAGE WAY ,611B,N,11,4401,36.191,-86.793,"(36.191, -86.793)"
PD201800696940,07/13/2018 03:33:34 PM,20180605163,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,8TH AV S ,415B,C,23,4041,36.157,-86.781,"(36.157, -86.781)"
PD201800699270,07/14/2018 09:00:38 AM,20180607068,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,900,32ND AV N ,611A,N,13,4529,36.163,-86.825,"(36.163, -86.825)"
PD201800699983,07/14/2018 03:18:20 PM,20180607594,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,5600,PENNSYLVANIA AV ,113B,W,11,4611,36.163,-86.856,"(36.163, -86.856)"
PD201800700703,07/14/2018 08:27:57 PM,20180608217,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,600,ROWAN DR ,623B,N,23,3025,36.221,-86.811,"(36.221, -86.811)"
PD201800702050,07/15/2018 08:01:48 AM,20180609293,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,6400,RANCHERO DR ,124A,W,23,4675,36.146,-86.884,"(36.146, -86.884)"
PD201800702736,07/15/2018 02:54:54 PM,20180610285,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2100,W RICHMOND HILL DR ,624B,N,21,3029,36.236,-86.791,"(36.236, -86.791)"
PD201800704567,07/16/2018 06:12:39 AM,20180611420,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,800,CANNON ST ,513C,H,11,8209,36.151,-86.76,"(36.151, -86.76)"
PD201800704767,07/16/2018 07:49:07 AM,20180611586,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1000,28TH AV N ,2911,N,13,4559,36.166,-86.823,"(36.166, -86.823)"
PD201800705422,07/16/2018 11:52:51 AM,20180612315,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,CUMBERLAND BND ,603,N,11,4401,36.195,-86.79,"(36.195, -86.79)"
PD201800706612,07/16/2018 06:42:22 PM,20180613551,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,100,HIGHLAND TRACE CV ,623B,N,21,3047,36.22,-86.803,"(36.22, -86.803)"
PD201800707147,07/16/2018 09:43:42 PM,20180613614,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,500,GALESBURG CT ,535B,H,35,8963,36.076,-86.627,"(36.076, -86.627)"
PD201800709077,07/17/2018 11:51:47 AM,20180615331,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2400,HASKELL DR ,331A,S,31,8763,36.019,-86.651,"(36.019, -86.651)"
PD201800710154,07/17/2018 05:53:23 PM,20180616382,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,700,BELL RD ,325B,S,25,8861,36.055,-86.643,"(36.055, -86.643)"
PD201800710256,07/17/2018 06:25:27 PM,20180616285,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,11TH AV S ,425B,C,23,4017,36.152,-86.784,"(36.152, -86.784)"
PD201800710677,07/17/2018 08:33:37 PM,20180616607,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,4000,HILLSBORO PKE ,825B,MT,25,6405,36.104,-86.814,"(36.104, -86.814)"
PD201800711464,07/18/2018 01:49:47 AM,20180617303,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2100,GOLF CLUB LN ,117C,W,17,6013,36.118,-86.812,"(36.118, -86.812)"
PD201800712366,07/18/2018 08:31:28 AM,20180618153,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,CHURCH ST ,423A,C,11,4139,36.164,-86.78,"(36.164, -86.78)"
PD201800712490,07/18/2018 09:14:08 AM,20180618271,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,600,GRASSMERE PK ,835A,MT,31,8509,36.09,-86.746,"(36.09, -86.746)"
PD201800712822,07/18/2018 11:08:49 AM,20180618558,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1800,MORENA ST ,603,N,15,5331,36.165,-86.805,"(36.165, -86.805)"
PD201800714092,07/18/2018 06:59:47 PM,20180619553,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,5300,HICKORY HOLLOW LN ,3F11,S,33,8863,36.048,-86.654,"(36.048, -86.654)"
PD201800720709,07/20/2018 02:51:38 PM,20180625215,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,100,MCCARTHY PARK LN ,621B,N,21,3023,36.231,-86.793,"(36.231, -86.793)"
